Date,Open,High,Low,Close,Adj Close,Volume
2010-06-21,12.663100,12.772400,12.544700,12.613000,9.109951,197214
2010-06-22,12.531000,12.658500,12.499200,12.613000,9.109951,387181
2010-06-23,12.508300,12.613000,12.408100,12.499200,9.027754,312732
2010-06-24,12.485500,12.567400,12.216800,12.289700,8.876442,327007
2010-06-25,12.307900,12.471800,12.089300,12.471800,9.007965,176570
2010-06-28,12.362500,12.672200,12.307900,12.521900,9.044150,198532
2010-06-29,12.358000,12.385300,11.870800,11.975500,8.649506,477004
2010-06-30,12.112100,12.112100,11.706900,11.747800,8.485047,261122
2010-07-01,11.825200,12.294200,11.706900,12.294200,8.888770,190626
2010-07-02,12.244200,12.339800,12.071100,12.294200,8.888770,171300
2010-07-05,12.071100,12.280600,12.043800,12.043800,8.707734,235867
2010-07-06,12.289700,12.339800,12.166700,12.339800,8.921743,169104
2010-07-07,12.294200,12.886200,12.294200,12.886200,9.316786,876044
2010-07-08,12.886200,13.227700,12.772400,13.113900,9.481421,869236
2010-07-12,13.113900,13.455400,13.072900,13.186700,9.534056,999907
2010-07-13,13.200400,13.227700,13.091100,13.204900,9.547210,6253098
2010-07-14,13.013700,13.250500,13.000000,13.250500,9.580180,241357
2010-07-15,13.159400,13.159400,12.945400,13.127500,9.491250,576270
2010-07-16,13.086500,13.159400,12.754100,12.790600,9.247672,174814
2010-07-19,12.904400,12.968200,12.799700,12.968200,9.376080,419684
2010-07-20,12.931700,13.195800,12.877100,13.109300,9.478096,468000
2010-07-21,12.931700,13.204900,12.931700,13.136600,9.497832,252118
2010-07-22,13.268700,13.519100,13.204900,13.519100,9.774380,878240
2010-07-23,13.355200,13.569200,13.323300,13.569200,9.810598,190626
2010-07-26,13.523700,13.660300,13.432600,13.569200,9.810598,276495
2010-07-27,13.478100,13.683000,13.478100,13.619300,9.846828,267711
2010-07-28,13.578300,13.860600,13.569200,13.751300,9.942264,941709
2010-07-29,13.751300,13.842400,13.660300,13.783200,9.965325,279131
2010-07-30,13.683000,13.887900,13.660300,13.796900,9.975225,522903
2010-08-02,13.796900,13.842400,13.737700,13.819600,10.000340,326568
2010-08-03,13.746800,13.746800,13.409800,13.514600,9.779629,276715
2010-08-04,13.482700,13.582900,13.200400,13.227700,9.572021,495671
2010-08-05,13.204900,13.364300,13.195800,13.323300,9.641199,121227
2010-08-06,13.378000,13.455400,13.277800,13.455400,9.736794,326128
2010-08-09,13.432600,13.555500,13.432600,13.478100,9.753217,277813
2010-08-10,13.405300,13.482700,13.318800,13.482700,9.756550,267711
2010-08-11,13.159400,13.204900,13.000000,13.113900,9.489674,285060
2010-08-12,12.977300,13.286900,12.954500,13.223100,9.568691,421661
2010-08-13,13.250500,13.327900,13.195800,13.255000,9.591777,195457
2010-08-16,13.291400,13.291400,13.113900,13.204900,9.555521,88724
2010-08-17,13.291400,13.305100,13.236800,13.305100,9.628029,290551
2010-08-18,13.268700,13.296000,13.204900,13.291400,9.618119,119471
2010-08-19,13.346100,13.346100,13.118400,13.150300,9.516011,169762
2010-08-20,13.068300,13.159400,13.045600,13.159400,9.522600,152632
2010-08-23,13.337000,13.337000,13.091100,13.154800,9.519271,195897
2010-08-24,13.113900,13.113900,12.799700,12.922600,9.351240,342160
2010-08-25,12.972700,12.972700,12.635700,12.831500,9.285315,373346
2010-08-26,12.863400,12.904400,12.535600,12.562900,9.090950,439889
2010-08-27,12.763200,13.018200,12.613000,13.018200,9.420419,541351
2010-08-30,12.981800,12.981800,12.749600,12.918100,9.347982,417
2010-08-31,12.845200,13.341500,12.845200,13.341500,9.654378,746252
2010-09-01,13.236800,13.469000,13.236800,13.432600,9.729043,1847
2010-09-02,13.409800,13.459900,13.273200,13.414400,9.715864,549477
2010-09-03,13.428000,13.528200,13.204900,13.446300,9.738966,860012
2010-09-06,13.432600,13.432600,13.209500,13.409800,9.712529,151095
2010-09-08,13.273200,13.423500,13.255000,13.423500,9.722451,881095
2010-09-09,13.387100,13.450800,13.223100,13.309700,9.640027,757891
2010-09-10,13.318800,13.364300,13.141200,13.364300,9.679571,428688
2010-09-13,13.432600,13.673900,13.291400,13.673900,9.903815,1766803
2010-09-14,13.660300,13.842400,13.569200,13.751300,9.959874,839149
2010-09-15,13.742200,13.837800,13.642100,13.801400,9.996162,974212
2010-09-16,13.733100,13.819600,13.614700,13.819600,10.009340,430445
2010-09-17,13.728600,13.733100,13.560100,13.664800,9.897223,1579910
2010-09-20,13.664800,13.819600,13.601100,13.819600,10.009340,203803
2010-09-21,13.646600,13.792300,13.546400,13.582900,9.837908,305045
2010-09-22,13.660300,13.796900,13.368800,13.505500,9.781845,1498
2010-09-23,13.660300,13.883400,13.596500,13.705800,9.926919,414194
2010-09-24,13.710400,13.806000,13.505500,13.660300,9.893961,446477
2010-09-27,13.714900,13.728600,13.514600,13.660300,9.893961,659065
2010-09-28,13.696700,13.783200,13.660300,13.719500,9.936842,411119
2010-09-29,13.660300,13.865200,13.660300,13.865200,10.042373,504236
2010-09-30,13.865200,14.047300,13.865200,14.047300,10.174266,862208
2010-10-01,14.047300,14.270400,14.033700,14.270400,10.344691,365879
2010-10-04,14.215800,14.343300,14.129300,14.343300,10.397532,124302
2010-10-05,14.343300,14.616500,14.343300,14.616500,10.595578,541131
2010-10-06,14.602800,14.616500,14.416100,14.570900,10.562524,171080
2010-10-07,14.566400,14.570900,14.297800,14.297800,10.364548,334913
2010-10-08,14.297800,14.798600,14.070100,14.798600,10.727590,456140
2010-10-11,14.798600,14.821400,14.689300,14.798600,10.727590,130232
2010-10-13,14.839600,14.958000,14.675700,14.958000,10.843133,440987
2010-10-14,14.976200,14.976200,14.539100,14.844200,10.760638,215003
2010-10-15,14.848700,14.917000,14.757600,14.903300,10.803486,216980
2010-10-18,14.798600,14.980800,14.753100,14.980800,10.859667,408264
2010-10-19,14.844200,14.967100,14.662000,14.816800,10.740777,194140
2010-10-20,14.844200,14.962600,14.707600,14.866900,10.777095,208415
2010-10-21,14.753100,14.935200,14.598300,14.662000,10.628563,368294
2010-10-22,14.798600,14.848700,14.525400,14.753100,10.694599,216980
2010-10-25,14.753100,14.889700,14.739400,14.821400,10.744112,794787
2010-10-26,14.639300,14.839600,14.639300,14.798600,10.727590,159001
2010-10-27,14.639300,14.930700,14.388800,14.548200,10.546065,456799
2010-10-28,14.662000,14.662000,14.347800,14.457100,10.480031,359729
2010-10-29,14.470800,14.657500,14.211200,14.457100,10.480031,421222
2010-11-01,14.438900,14.730300,14.438900,14.730300,10.686940,662139
2010-11-03,14.753100,14.844200,14.680200,14.844200,10.769581,880437
2010-11-04,14.798600,15.003500,14.785000,15.003500,10.885151,1155175
2010-11-05,15.021700,15.071800,14.889700,15.071800,10.934700,511264
2010-11-08,14.989900,15.094600,14.939800,15.090000,10.947909,357533
2010-11-09,15.112800,15.117400,14.775900,14.798600,10.736497,341062
2010-11-10,14.889700,15.108300,14.602800,15.094600,10.951244,227521
2010-11-11,15.026300,15.026300,14.643800,14.794100,10.733233,664335
2010-11-12,14.703000,14.794100,14.470800,14.794100,10.733233,263099
2010-11-16,14.616500,14.730300,14.275000,14.584600,10.581238,218956
2010-11-17,14.566400,14.566400,14.165700,14.511800,10.528417,164931
2010-11-18,14.662000,14.684800,14.525400,14.611900,10.601040,600208
2010-11-19,14.593700,14.785000,14.448000,14.785000,10.726632,385205
2010-11-22,14.753100,14.753100,14.356900,14.680200,10.650595,485569
2010-11-23,14.388800,14.461700,14.074600,14.243100,10.333477,684101
2010-11-24,14.338700,14.589200,14.325100,14.434400,10.472263,1162642
2010-11-25,14.475300,14.475300,14.256800,14.411600,10.455724,216760
2010-11-26,14.206700,14.265900,14.070100,14.138400,10.257512,547281
2010-11-29,14.138400,14.161100,13.737700,13.979000,10.141871,458117
2010-11-30,13.979000,14.115600,13.806000,14.115600,10.240972,535861
2010-12-01,14.156600,14.238600,14.029100,14.161100,10.282726,1137386
2010-12-02,14.206700,14.316000,14.197600,14.206700,10.315835,729122
2010-12-03,14.206700,14.206700,13.897000,14.001800,10.167053,606137
2010-12-06,13.997200,13.997200,13.815100,13.842400,10.051311,313391
2010-12-07,14.111100,14.111100,13.887900,13.887900,10.084352,621510
2010-12-08,14.020000,14.020000,13.632900,14.020000,10.180267,519609
2010-12-09,13.919800,14.070100,13.573700,13.701300,9.948852,614702
2010-12-10,13.728600,13.815100,13.532800,13.728600,9.968674,757233
2010-12-13,13.683000,13.878800,13.573700,13.787800,10.011662,558701
2010-12-14,13.528200,13.865200,13.450800,13.865200,10.067866,759868
2010-12-15,13.842400,13.842400,13.573700,13.833300,10.044703,752401
2010-12-16,13.719500,13.774100,13.496400,13.614700,9.885975,888123
2010-12-17,13.605600,13.660300,13.441700,13.660300,9.919081,575391
2010-12-20,13.651200,13.683000,13.423500,13.569200,9.852928,554528
2010-12-21,13.551000,13.796900,13.469000,13.783200,10.008326,285060
2010-12-22,13.705800,14.115600,13.582900,14.115600,10.249684,395746
2010-12-23,13.979000,14.138400,13.901600,14.024500,10.183537,258926
2010-12-27,13.887900,14.006300,13.796900,13.819600,10.034748,236965
2010-12-28,13.783200,13.865200,13.683000,13.705800,9.952120,275617
2010-12-29,13.728600,14.115600,13.728600,14.115600,10.249684,359290
2010-12-30,14.033700,14.115600,13.887900,14.115600,10.249684,544865
2011-01-03,14.115600,14.320500,14.020000,14.224900,10.337841,874727
2011-01-04,14.343300,14.343300,14.115600,14.320500,10.407320,165809
2011-01-05,14.243100,14.525400,14.061000,14.525400,10.556231,363682
2011-01-06,14.402500,14.511800,14.124700,14.343300,10.423884,1208102
2011-01-07,14.206700,14.275000,13.860600,13.956200,10.142565,725388
2011-01-10,13.892500,14.024500,13.701300,14.024500,10.192203,995515
2011-01-11,14.092800,14.224900,14.092800,14.224900,10.337841,992440
2011-01-12,14.252200,14.498100,14.224900,14.498100,10.536388,376420
2011-01-13,14.525400,14.525400,14.256800,14.334200,10.417273,708698
2011-01-14,14.234000,14.425200,14.188500,14.425200,10.483408,921285
2011-01-17,14.343300,14.388800,14.092800,14.388800,10.456949,649402
2011-01-18,14.411600,14.411600,14.033700,14.138400,10.274977,1799306
2011-01-19,14.115600,14.120200,13.892500,13.933500,10.126066,1710142
2011-01-20,13.933500,13.933500,13.596500,13.796900,10.026791,1555533
2011-01-21,13.755900,13.860600,13.628400,13.660300,9.927521,1272669
2011-01-24,13.774100,13.865200,13.705800,13.842400,10.059861,845957
2011-01-26,13.792300,13.874300,13.623800,13.655700,9.924177,1191192
2011-01-27,13.728600,13.796900,13.337000,13.705800,9.960588,1213373
2011-01-28,13.619300,13.619300,13.173000,13.519100,9.824906,648962
2011-01-31,13.523700,13.523700,13.104700,13.204900,9.596564,1047344
2011-02-01,13.072900,13.341500,13.072900,13.296000,9.671559,806
2011-02-02,13.296000,13.391600,13.091100,13.118400,9.542377,403213
2011-02-03,13.204900,13.204900,13.041000,13.045600,9.489415,705
2011-02-04,13.091100,13.091100,12.713200,12.713200,9.247628,1299901
2011-02-07,12.795100,12.931700,12.640300,12.795100,9.307205,704086
2011-02-08,12.795100,13.159400,12.795100,13.136600,9.555610,292
2011-02-09,13.068300,13.204900,12.749600,12.772400,9.290689,593400
2011-02-10,12.817900,12.908900,12.758700,12.813300,9.320445,428469
2011-02-11,12.836100,13.273200,12.776900,13.227700,9.621878,890319
2011-02-14,13.182200,13.423500,13.163900,13.296000,9.671559,826631
2011-02-15,13.300600,13.569200,13.204900,13.546400,9.853701,766456
2011-02-16,13.614700,13.887900,13.614700,13.883400,10.098837,632711
2011-02-17,13.847000,14.316000,13.765000,14.256800,10.370450,2314962
2011-02-18,14.202100,14.252200,13.979000,14.161100,10.300840,409802
2011-02-21,14.156600,14.156600,13.796900,13.887900,10.102107,1120256
2011-02-22,13.769600,13.956200,13.546400,13.660300,9.936552,895590
2011-02-23,13.883400,13.887900,13.500900,13.660300,9.936552,468439
2011-02-24,null,null,null,null,null,null
2011-02-25,13.860600,13.860600,13.346100,13.614700,9.903380,550794
2011-02-28,13.655700,13.819600,13.578300,13.755900,10.006096,413755
2011-03-01,13.687600,13.865200,13.491800,13.523700,9.845782,846396
2011-03-02,13.523700,13.619300,13.478100,13.592000,9.895498,376420
2011-03-03,13.632900,13.819600,13.614700,13.819600,10.061203,816529
2011-03-04,13.737700,13.910700,13.664800,13.837800,10.074456,608334
2011-03-09,null,null,null,null,null,null
2011-03-10,13.409800,13.409800,13.022800,13.068300,9.514229,764260
2011-03-11,13.191300,13.382500,12.931700,13.382500,9.742982,336670
2011-03-14,13.382500,13.450800,13.150300,13.318800,9.696602,201607
2011-03-15,13.022800,13.500900,13.000000,13.500900,9.829180,319759
2011-03-16,13.478100,13.614700,13.173000,13.341500,9.713126,847275
2011-03-17,13.346100,13.437200,13.091100,13.227700,9.630278,525099
2011-03-18,13.227700,13.423500,13.227700,13.378000,9.739705,674218
2011-03-21,13.378000,13.414400,12.990900,13.414400,9.766199,516
2011-03-22,13.432600,13.478100,13.337000,13.423500,9.772825,117714
2011-03-23,13.669400,13.792300,13.592000,13.614700,9.912029,539155
2011-03-24,13.655700,13.988100,13.655700,13.774100,10.028076,863
2011-03-25,13.646600,13.819600,13.573700,13.819600,10.061203,465584
2011-03-28,13.751300,13.933500,13.660300,13.883400,10.107651,471733
2011-03-29,13.933500,13.979000,13.710400,13.979000,10.177258,716823
2011-03-30,13.933500,13.979000,13.710400,13.979000,10.177258,716823
2011-03-31,14.070100,14.252200,13.915300,14.252200,10.376154,844420
2011-04-01,14.206700,14.634700,14.206700,14.611900,10.646996,772606
2011-04-04,14.730300,14.753100,14.498100,14.634700,10.663608,464266
2011-04-05,null,null,null,null,null,null
2011-04-06,14.570900,14.662000,14.416100,14.598300,10.637086,740761
2011-04-07,14.580100,14.794100,14.479900,14.794100,10.779758,290551
2011-04-08,14.570900,14.721200,14.343300,14.498100,10.564075,653355
2011-04-11,14.479900,14.570900,14.297800,14.570900,10.617125,1347558
2011-04-12,14.247700,14.407000,14.161100,14.407000,10.497686,698595
2011-04-13,14.425200,14.475300,14.229500,14.343300,10.451278,415951
2011-04-14,14.302300,14.388800,14.001800,14.010900,10.209073,974212
2011-04-15,14.083700,14.183900,13.974500,14.156600,10.315239,683881
2011-04-18,null,null,null,null,null,null
2011-04-19,13.956200,14.206700,13.956200,14.161100,10.318518,298896
2011-04-20,14.252200,14.525400,14.252200,14.457100,10.534199,463827
2011-04-25,14.256800,14.566400,14.256800,14.448000,10.527568,124961
2011-04-26,14.388800,14.561800,14.366000,14.557300,10.607206,396185
2011-04-27,14.525400,14.539100,14.193000,14.434400,10.517656,574732
2011-04-28,14.252200,14.306900,13.988100,14.247700,10.381619,663237
2011-04-29,13.974500,14.343300,13.951700,14.343300,10.451278,742518
2011-05-02,14.224900,14.247700,13.979000,14.247700,10.390312,996393
2011-05-03,13.974500,14.183900,13.614700,13.705800,9.995126,1671051
2011-05-04,13.746800,13.847000,13.619300,13.796900,10.061560,1197121
2011-05-05,13.796900,13.979000,13.719500,13.965400,10.184441,1947546
2011-05-06,14.083700,14.202100,14.015400,14.161100,10.327156,527296
2011-05-09,14.115600,14.343300,13.892500,14.343300,10.460028,1201
2011-05-10,null,null,null,null,null,null
2011-05-11,14.343300,14.379700,14.092800,14.092800,10.277351,896249
2011-05-12,14.070100,14.247700,13.979000,14.138400,10.310606,159440
2011-05-13,14.065500,14.120200,13.678500,13.819600,10.078111,615142
2011-05-16,null,null,null,null,null,null
2011-05-17,13.610200,13.632900,13.432600,13.541900,9.875597,615361
2011-05-18,13.587400,13.660300,13.355200,13.391600,9.765991,861989
2011-05-19,13.496400,13.582900,13.373400,13.428000,9.792535,710235
2011-05-20,13.528200,13.569200,13.305100,13.305100,9.702910,656868
2011-05-23,13.204900,13.573700,13.159400,13.423500,9.789252,673340
2011-05-24,13.441700,13.614700,13.432600,13.592000,9.912130,206218
2011-05-25,13.532800,13.660300,13.450800,13.660300,9.961939,359949
2011-05-26,13.610200,13.956200,13.569200,13.897000,10.134559,480078
2011-05-27,13.910700,14.020000,13.842400,13.883400,10.124638,219395
2011-05-30,13.833300,13.860600,13.751300,13.801400,10.064843,202705
2011-05-31,13.856100,13.910700,13.724000,13.801400,10.064843,437473
2011-06-01,13.664800,13.883400,13.523700,13.523700,9.862329,287256
2011-06-02,13.705800,13.755900,13.478100,13.660300,9.961939,403872
2011-06-03,13.569200,13.928900,13.523700,13.819600,10.078111,105635
2011-06-06,13.678500,13.710400,13.510000,13.546400,9.878879,319759
2011-06-07,13.660300,13.796900,13.655700,13.705800,9.995126,265295
2011-06-08,13.614700,13.724000,13.569200,13.596500,9.915420,242675
2011-06-09,13.705800,13.774100,13.546400,13.737700,10.018389,784026
2011-06-10,13.660300,13.728600,13.546400,13.728600,10.011751,400578
2011-06-13,13.751300,13.824200,13.532800,13.532800,9.868959,228180
2011-06-14,13.678500,13.769600,13.578300,13.742200,10.021669,417488
2011-06-15,13.669400,13.992700,13.601100,13.992700,10.204349,1053493
2011-06-16,13.856100,14.202100,13.851500,14.020000,10.224260,1595723
2011-06-17,14.051900,14.051900,13.578300,13.578300,9.902142,1666439
2011-06-20,13.614700,13.783200,13.569200,13.619300,9.932046,616240
2011-06-21,13.701300,13.701300,13.519100,13.692100,9.985135,293625
2011-06-22,13.642100,13.742200,13.601100,13.632900,9.941963,462948
2011-06-24,13.587400,13.705800,13.478100,13.705800,9.995126,208634
2011-06-27,13.601100,13.705800,13.601100,13.637500,9.945314,210830
2011-06-28,13.587400,14.020000,13.587400,14.020000,10.224260,415731
2011-06-29,13.878800,14.092800,13.874300,13.979000,10.194366,282425
2011-06-30,13.988100,14.111100,13.906100,14.024500,10.227544,309438
2011-07-01,13.979000,14.133800,13.796900,14.001800,10.219730,608334
2011-07-04,14.115600,14.115600,13.988100,13.988100,10.209733,154170
2011-07-05,14.065500,14.065500,13.933500,13.979000,10.203094,617777
2011-07-06,14.006300,14.006300,13.783200,13.837800,10.100031,419904
2011-07-07,13.887900,13.979000,13.601100,13.774100,10.053534,133965
2011-07-08,13.592000,13.687600,13.500900,13.523700,9.870776,861769
2011-07-11,13.487200,13.487200,13.050100,13.195800,9.631440,1004519
2011-07-12,13.136600,13.204900,12.886200,12.886200,9.405464,1435184
2011-07-13,12.945400,13.127500,12.895300,12.931700,9.438679,821799
2011-07-14,13.000000,13.000000,12.399000,12.444500,9.083072,1061180
2011-07-15,12.599300,12.749600,12.476400,12.476400,9.106362,867918
2011-07-18,12.462700,12.590200,12.298800,12.385300,9.039867,596694
2011-07-19,12.453600,12.713200,12.453600,12.699500,9.269197,379934
2011-07-20,12.795100,12.881600,12.572000,12.658500,9.239273,263538
2011-07-21,12.749600,13.022800,12.694900,12.931700,9.438679,359071
2011-07-22,12.954500,13.154800,12.931700,13.000000,9.488530,108709
2011-07-25,13.068300,13.200400,12.672200,12.708600,9.275843,1078
2011-07-26,12.526500,12.831500,12.421700,12.585700,9.186133,429787
2011-07-27,12.490000,12.517400,12.266900,12.271500,8.956808,479859
2011-07-28,12.367100,12.635700,12.266900,12.499200,9.123003,313830
2011-07-29,12.271500,12.927200,12.162200,12.517400,9.136284,958
2011-08-01,12.699500,12.726800,12.307900,12.408100,9.065199,267491
2011-08-02,12.430800,12.430800,11.652200,11.652200,8.512949,1154516
2011-08-03,11.665900,11.747800,11.269700,11.552000,8.439750,548818
2011-08-04,11.656800,11.656800,10.741500,11.092100,8.103749,757233
2011-08-05,11.228700,11.474600,10.655000,11.292500,8.250154,692885
2011-08-08,10.518400,10.677800,9.794410,9.931020,7.255475,1734080
2011-08-09,10.104000,10.746100,10.104000,10.746100,7.850963,1838178
2011-08-10,10.618600,10.618600,10.222400,10.386400,7.588173,815870
2011-08-11,10.222400,10.837100,10.222400,10.714200,7.827658,348529
2011-08-12,10.832600,11.037500,10.655000,11.037500,8.063859,365439
2011-08-15,11.037500,11.192300,11.037500,11.124000,8.127048,489961
2011-08-16,10.951000,11.178600,10.723300,11.178600,8.166943,695081
2011-08-17,11.110300,11.442700,11.064800,11.442700,8.359895,560457
2011-08-18,11.201400,11.292500,10.755200,10.837100,7.917450,489522
2011-08-19,10.746100,10.955500,10.700500,10.714200,7.827658,560238
2011-08-22,10.919100,10.937300,10.472900,10.472900,7.651371,250581
2011-08-23,10.518400,10.700500,10.204200,10.700500,7.817649,751083
2011-08-24,10.568500,10.709700,10.336300,10.563900,7.717852,352921
2011-08-25,10.778000,10.855400,10.472900,10.609500,7.751163,815430
2011-08-26,10.664100,10.982900,10.509300,10.928200,7.984004,258706
2011-08-29,11.042100,11.233300,10.973800,10.973800,8.017320,212587
2011-08-30,10.978300,11.383600,10.941900,11.342600,8.286757,194359
2011-08-31,11.397200,11.656800,11.397200,11.602100,8.476347,144946
2011-09-01,11.934500,12.344300,11.930000,12.344300,9.027925,1017916
2011-09-02,12.066600,12.153100,11.811600,11.943600,8.734876,1111691
2011-09-05,11.747800,11.747800,11.492800,11.520200,8.425226,343039
2011-09-06,11.292500,11.797900,11.292500,11.793400,8.625028,486447
2011-09-08,11.952700,12.057500,11.807000,11.930000,8.724931,427810
2011-09-09,11.761500,11.761500,11.451900,11.702300,8.558403,445160
2011-09-12,11.588500,11.606700,11.155900,11.310700,8.272009,809281
2011-09-13,11.297000,11.383600,11.174100,11.201400,8.192078,142969
2011-09-14,11.315300,11.429100,11.119500,11.328900,8.285320,282864
2011-09-15,11.447300,11.675000,11.447300,11.552000,8.448482,277154
2011-09-16,11.656800,11.975500,11.542900,11.861700,8.674981,157244
2011-09-19,11.593000,11.747800,11.520200,11.615800,8.495143,439450
2011-09-20,11.693200,11.875300,11.593000,11.656800,8.525131,369832
2011-09-21,11.656800,11.838900,11.565700,11.747800,8.591674,398162
2011-09-22,11.579400,11.579400,11.069400,11.155900,8.158797,545304
2011-09-23,11.183200,11.347100,11.005600,11.096700,8.115500,332277
2011-09-26,11.228700,11.374400,10.955500,11.297000,8.261990,347211
2011-09-27,11.429100,11.816100,11.429100,11.788800,8.621669,447356
2011-09-28,11.711400,11.961800,11.611200,11.629400,8.505090,467560
2011-09-29,11.629400,11.902600,11.565700,11.747800,8.591674,184916
2011-09-30,11.620300,11.693200,11.492800,11.611200,8.491778,94654
2011-10-03,11.520200,11.675000,11.365300,11.406300,8.350553,526198
2011-10-04,11.338000,11.369900,11.019300,11.360800,8.317247,625464
2011-10-05,11.338000,11.447300,11.210500,11.351700,8.310582,525978
2011-10-06,11.461000,11.702300,11.461000,11.652200,8.530578,784904
2011-10-07,11.834300,11.834300,11.342600,11.474600,8.400558,140773
2011-10-10,11.665900,12.021000,11.656800,12.016500,8.797285,110247
2011-10-11,11.948200,12.285100,11.916300,12.239600,8.960615,140993
2011-10-13,12.298800,12.317000,12.089300,12.294200,9.000583,195677
2011-10-14,12.294200,12.517400,12.253300,12.508300,9.157333,224227
2011-10-17,12.362500,12.376200,12.225900,12.371600,9.057255,121008
2011-10-18,12.362500,12.376200,12.225900,12.371600,9.057255,121008
2011-10-19,12.385300,12.613000,12.385300,12.558300,9.193933,133306
2011-10-20,12.531000,12.658500,12.294200,12.490000,9.143930,217638
2011-10-21,12.626600,12.749600,12.603900,12.722300,9.313997,459874
2011-10-24,12.717700,13.068300,12.717700,12.931700,9.467304,577148
2011-10-25,12.717700,13.068300,12.717700,12.931700,9.467304,577148
2011-10-26,12.813300,12.872500,12.544700,12.663100,9.270661,316904
2011-10-27,12.613000,12.849800,12.608400,12.849800,9.407342,215223
2011-10-28,13.195800,13.391600,13.063800,13.063800,9.564018,405409
2011-10-31,13.068300,13.227700,12.936300,12.977300,9.500681,227741
2011-11-01,12.521900,12.608400,12.235100,12.517400,9.172474,687175
2011-11-03,12.749600,12.804200,12.521900,12.749600,9.342626,133087
2011-11-04,12.631200,13.204900,12.480900,12.786000,9.369302,178986
2011-11-07,12.740500,12.963600,12.635700,12.749600,9.342626,124961
2011-11-08,12.863400,12.863400,12.526500,12.681300,9.292575,239600
2011-11-09,12.376200,12.572000,12.253300,12.572000,9.212481,153731
2011-11-10,12.471800,12.608400,12.326100,12.326100,9.032295,146483
2011-11-11,12.499200,12.631200,12.403500,12.567400,9.209118,121008
2011-11-14,12.567400,12.899800,12.521900,12.567400,9.209118,184477
2011-11-16,12.521900,12.663100,12.453600,12.663100,9.279241,97289
2011-11-17,12.476400,12.517400,12.139400,12.162200,8.912190,137259
2011-11-18,12.289700,12.289700,11.829800,11.961800,8.765344,484690
2011-11-21,11.747800,11.838900,11.656800,11.656800,8.541854,6642915
2011-11-22,11.702300,11.788800,11.593000,11.725100,8.591893,315148
2011-11-23,11.629400,11.647700,11.511100,11.570200,8.478389,115298
2011-11-24,11.611200,11.693200,11.369900,11.652200,8.538474,98388
2011-11-25,11.479200,11.693200,11.438200,11.661300,8.545141,81916
2011-11-28,11.838900,11.948200,11.747800,11.838900,8.675283,241796
2011-11-29,11.934500,12.025600,11.702300,11.829800,8.668613,297798
2011-11-30,11.980100,12.521900,11.980100,12.521900,9.175773,247506
2011-12-01,12.704100,12.972700,12.599300,12.972700,9.515225,614483
2011-12-02,12.977300,13.123000,12.763200,13.059200,9.578671,291429
2011-12-05,13.059200,13.250500,12.922600,13.100200,9.608746,544206
2011-12-06,13.013700,13.109300,12.890700,13.086500,9.598695,729781
